  33.71								
 165								
 577320463								
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)	DrainageDensity
1995 01 04 12	35404.62	0	267.03	0	1.12	1.12	463.28	0.65
1995 01 05 12	35536.19	0.03	308.16	0	-1.74	-1.74	341.53	0.65
1995 01 06 12	35596.8	20.13	278.75	0	-1.72	-1.72	387.06	0.65
1995 01 07 12	35596.8	6.71	343.09	0	6.29	6.29	647.87	0.65
1995 01 08 12	35596.8	0	338.76	0	1.86	1.86	468.18	0.65
1995 01 09 12	35596.8	0	380.48	0	2.87	2.87	478.56	0.65
1995 01 10 12	35596.8	1.2	296.65	0	6.46	6.46	595.23	0.65
1995 01 11 12	35675.46	2.18	292.13	0	9.48	9.48	821.01	0.65
1995 01 12 12	35932.83	1.48	169.83	0	16.51	16.51	1459.17	0.65
1995 01 13 12	35942.4	22.29	197.25	0	17.23	17.23	1537.81	0.65
1995 01 14 12	35942.4	8.45	186.41	0	16.35	16.35	1391.5	0.65
1995 01 15 12	35942.4	0.65	214.62	0	12.37	12.37	1038.91	0.65
1995 01 16 12	35942.4	0.09	139.76	0	7.61	7.61	805.03	0.65
1995 01 17 12	36165.09	0	325.45	0	4.31	4.31	605.19	0.65
1995 01 18 12	36288	10.19	259.81	0	6.52	6.52	652.69	0.65
1995 01 19 12	36288	3.49	266.6	0	10.13	10.13	811.44	0.65
1995 01 20 12	36288	0.03	270.75	0	7.93	7.93	736.48	0.65
1995 01 21 12	36305.01	0	338.77	0	4.19	4.19	550.13	0.65
1995 01 22 12	36624.03	5.11	270.8	0	3.01	3.01	459.15	0.65
1995 01 23 12	36633.6	1.99	269.43	0	1.57	1.57	432.02	0.65
1995 01 24 12	36633.6	0.1	342.42	0	-0.55	-0.55	378.76	0.65
1995 01 25 12	36633.6	0	376.37	0	1.27	1.27	405.57	0.65
1995 01 26 12	36918.59	0.02	351.87	0	5.55	5.55	516.33	0.65
1995 01 27 12	36979.2	24.53	279.02	0	7.52	7.52	653.92	0.65
1995 01 28 12	36979.2	8.46	185.08	0	10.8	10.8	966.34	0.65
1995 01 29 12	36979.2	0.1	357.5	0	12.43	12.43	944.54	0.65
1995 01 30 12	37315.23	0	320.59	0	5.03	5.03	573.25	0.65
1995 01 31 12	37324.8	0	357.18	0	0.67	0.67	412.88	0.65
1995 02 01 12	37324.8	0	396.25	0	1.04	1.04	393.52	0.65
1995 02 02 12	37403.46	0	400.03	0	6.11	6.11	535.6	0.65
1995 02 03 12	37670.4	0.38	291.93	0	11.64	11.64	753.77	0.65
1995 02 04 12	37670.4	0.27	310.85	0	10.86	10.86	705.29	0.65
1995 02 05 12	37670.4	0.05	342.72	0	5.41	5.41	531.32	0.65
1995 02 06 12	38006.43	2.14	333.2	0	-0.63	-0.63	342.07	0.65
1995 02 07 12	38016	0.73	423.15	0	-1.18	-1.18	325.78	0.65
1995 02 08 12	38016	0.01	403.78	0	-0.42	-0.42	348.19	0.65
1995 02 09 12	38238.69	6.56	327.53	0	-4.24	-4.24	262.94	0.65
1995 02 10 12	38361.6	15.12	341.4	0	-3.75	-3.75	316.33	0.65
1995 02 11 12	38361.6	5.14	282.19	0	3.93	3.93	561.07	0.65
1995 02 12 12	38440.26	0.28	416.24	0	0.12	0.12	395.78	0.65
1995 02 13 12	38707.2	2.21	313.2	0	-1.24	-1.24	375.64	0.65
1995 02 14 12	38707.2	1.07	288.62	0	1.35	1.35	500.63	0.65
1995 02 15 12	38724.21	7.07	343.28	0	6.18	6.18	736.59	0.65
1995 02 16 12	39052.8	31.64	274.31	0	14.94	14.94	1210.36	0.65
1995 02 17 12	39052.8	12.5	342.05	0	12.17	12.17	932.87	0.65
1995 02 18 12	39069.81	1.55	178.32	0	8.57	8.57	851.85	0.65
1995 02 19 12	39398.4	1.55	236.6	0	9.34	9.34	939.32	0.65
1995 02 20 12	39398.4	0.44	317.95	0	9.36	9.36	900.7	0.65
1995 02 21 12	39415.41	0	421.86	0	11.35	11.35	887.67	0.65
1995 02 22 12	39744	0	447.21	0	7.89	7.89	641.86	0.65
1995 02 23 12	39744	0	457.93	0	9.48	9.48	687.24	0.65
1995 02 24 12	39897.43	0	431.16	0	14.18	14.18	904.25	0.65
1995 02 25 12	40089.6	0	451.29	0	7.12	7.12	597.29	0.65
1995 02 26 12	40089.6	0.24	356.81	0	7.54	7.54	594.61	0.65
1995 02 27 12	40425.63	33.51	346.93	0	11.11	11.11	794.01	0.65
1995 02 28 12	40435.2	17.65	159.84	0	14.55	14.55	1180.85	0.65
1995 03 01 12	40435.2	2.17	352.64	0	10.65	10.65	931.23	0.65
1995 03 02 12	40780.8	0.67	224.07	0	5.8	5.8	693.87	0.65
1995 03 03 12	40780.8	1.12	269.95	0	5.33	5.33	678.79	0.65
1995 03 04 12	40780.8	9.73	193.42	0	5.29	5.29	713.94	0.65
1995 03 05 12	41126.4	25.44	301.91	0	8.25	8.25	882.39	0.65
1995 03 06 12	41126.4	23.42	197.79	0	13.57	13.57	1292.29	0.65
1995 03 07 12	41126.4	29.27	239.16	0	17.63	17.63	1514.86	0.65
1995 03 08 12	41472	8.03	489.17	0	11.98	11.98	832.57	0.65
1995 03 09 12	41472	0.02	414.84	0	4.94	4.94	542.12	0.65
1995 03 10 12	41817.6	0	475.53	0	3.58	3.58	527.79	0.65
1995 03 11 12	41817.6	0	510.7	0	6.66	6.66	572.29	0.65
1995 03 12 12	41817.6	0	512.18	0	9.44	9.44	656.24	0.65
1995 03 13 12	42163.2	0	507.85	0	12.13	12.13	806.11	0.65
1995 03 14 12	42163.2	0	482.22	0	16.24	16.24	1138.32	0.65
1995 03 15 12	42163.2	18.16	312.44	0	18.13	18.13	1435.44	0.65
1995 03 16 12	42508.8	10.36	244.71	0	16.77	16.77	1411.41	0.65
1995 03 17 12	42508.8	2.74	330.16	0	14.98	14.98	1219.43	0.65
1995 03 18 12	42844.83	0.43	389.28	0	14.38	14.38	1143.67	0.65
1995 03 19 12	42854.4	0	517.76	0	14.19	14.19	965.36	0.65
1995 03 20 12	42854.4	0.57	410.35	0	16.15	16.15	1018.01	0.65
1995 03 21 12	43200	0.19	507.92	0	16.89	16.89	1106.36	0.65
1995 03 22 12	43200	0	502.2	0	17.75	17.75	1228.47	0.65
1995 03 23 12	43200	0	490.42	0	19.61	19.61	1375.81	0.65
1995 03 24 12	43545.6	0	512.1	0	19.59	19.59	1241.52	0.65
1995 03 25 12	43545.6	0	516.58	0	15.16	15.16	1000.61	0.65
1995 03 26 12	43555.17	11.04	396.29	0	15.8	15.8	1105.34	0.65
1995 03 27 12	43891.2	9.09	364.53	0	19.64	19.64	1378.29	0.65
1995 03 28 12	43891.2	1.8	529.03	0	16.03	16.03	1063.4	0.65
1995 03 29 12	44236.8	0	510.6	0	14.95	14.95	1038.56	0.65
1995 03 30 12	44236.8	0	401.39	0	14.48	14.48	1129.94	0.65
1995 03 31 12	44236.8	0	464.35	0	13.77	13.77	1046.05	0.65
1995 04 01 12	44582.4	0	522.2	0	10.58	10.58	796.15	0.65
1995 04 02 12	44582.4	0	535.14	0	9.75	9.75	731.49	0.65
1995 04 03 12	44582.4	0	556.35	0	11.55	11.55	771.86	0.65
1995 04 04 12	44928	0.07	496.82	0	14.23	14.23	912.82	0.65
1995 04 05 12	44928	0.02	486.81	0	15.82	15.82	1099.36	0.65
1995 04 06 12	45273.6	0	500.75	0	14.73	14.73	1058.83	0.65
1995 04 07 12	45273.6	0	546.83	0	15.35	15.35	1024.73	0.65
1995 04 08 12	45273.6	0	546.15	0	17.13	17.13	1099.93	0.65
1995 04 09 12	45619.2	0	541.11	0	17.92	17.92	1188.73	0.65
1995 04 10 12	45619.2	0.15	395.75	0	19.71	19.71	1386.88	0.65
1995 04 11 12	45619.2	23.9	396.64	0	20.35	20.35	1411.66	0.65
1995 04 12 12	45964.8	8.24	329.07	0	17.16	17.16	1277.1	0.65
1995 04 13 12	45964.8	0.1	540.77	0	15.18	15.18	1052.96	0.65
1995 04 14 12	45974.37	0	555.44	0	13.71	13.71	904.62	0.65
1995 04 15 12	46310.4	0	570.03	0	14.68	14.68	928.13	0.65
1995 04 16 12	46310.4	0	564.49	0	17.06	17.06	1074.47	0.65
1995 04 17 12	46502.57	0	534.59	0	18.86	18.86	1332.26	0.65
1995 04 18 12	46656	0	440.12	0	21.85	21.85	1761.93	0.65
1995 04 19 12	46656	6.2	331.53	0	22.69	22.69	1934.71	0.65
1995 04 20 12	46984.59	38.18	284.6	0	22.75	22.75	1987.62	0.65
1995 04 21 12	47001.6	13.12	325.54	0	21.47	21.47	1872.34	0.65
1995 04 22 12	47001.6	37.2	330.93	0	21.29	21.29	1797.2	0.65
1995 04 23 12	47330.19	15.71	206.28	0	18.8	18.8	1591.75	0.65
1995 04 24 12	47347.2	1.14	529.19	0	14.81	14.81	1109.55	0.65
1995 04 25 12	47347.2	0	539.85	0	12.32	12.32	904.36	0.65
1995 04 26 12	47675.79	0	574.32	0	13.29	13.29	930.42	0.65
1995 04 27 12	47692.8	0	565.1	0	15.68	15.68	1045.16	0.65
1995 04 28 12	47692.8	0	560.25	0	15.44	15.44	1032.93	0.65
1995 04 29 12	47959.74	0.15	462.9	0	14.57	14.57	1004.75	0.65
1995 04 30 12	48038.4	0.67	455.03	0	16	16	1134.18	0.65
1995 05 01 12	48038.4	3.81	317.86	0	18.96	18.96	1472.19	0.65
1995 05 02 12	48161.31	1.2	526.71	0	17.19	17.19	1244.17	0.65
1995 05 03 12	48384	0.58	402.97	0	13.4	13.4	995.67	0.65
1995 05 04 12	48384	14.52	412.95	0	13.65	13.65	1061.22	0.65
1995 05 05 12	48393.57	4.78	476.83	0	17.08	17.08	1318.21	0.65
1995 05 06 12	48729.6	0	529.02	0	17.28	17.28	1289.21	0.65
1995 05 07 12	48729.6	0	506.67	0	17.01	17.01	1310.95	0.65
1995 05 08 12	48729.6	0.03	493.36	0	20.06	20.06	1526.76	0.65
1995 05 09 12	48996.54	0.05	455.16	0	22.49	22.49	1790.99	0.65
1995 05 10 12	49075.2	0.59	394.47	0	24.55	24.55	2093.59	0.65
1995 05 11 12	49075.2	0.19	455.74	0	23.42	23.42	1915.64	0.65
1995 05 12 12	49084.77	0	545.29	0	20.08	20.08	1494.63	0.65
1995 05 13 12	49420.8	0	542.93	0	20	20	1608.59	0.65
1995 05 14 12	49420.8	0	407.16	0	25.32	25.32	2314.83	0.65
1995 05 15 12	49420.8	1.93	342.55	0	25.64	25.64	2307.6	0.65
1995 05 16 12	49481.41	0.64	503.04	0	25.01	25.01	2115.73	0.65
1995 05 17 12	49766.4	0	490.65	0	25.44	25.44	2191.54	0.65
1995 05 18 12	49766.4	8.27	321.19	0	25.58	25.58	2265.06	0.65
1995 05 19 12	49766.4	2.83	478.35	0	23.28	23.28	1826.74	0.65
1995 05 20 12	49775.97	0.02	543.03	0	17.74	17.74	1294.36	0.65
1995 05 21 12	50094.99	0	561.54	0	18.02	18.02	1269.68	0.65
1995 05 22 12	50112	0	578.18	0	19.11	19.11	1321.69	0.65
1995 05 23 12	50112	0	561.83	0	21.54	21.54	1529.26	0.65
1995 05 24 12	50112	0	556.08	0	23.01	23.01	1681.75	0.65
1995 05 25 12	50234.91	0.06	462.3	0	23.89	23.89	1835.95	0.65
1995 05 26 12	50457.6	1.26	381	0	24.09	24.09	1966.61	0.65
1995 05 27 12	50457.6	0.42	492.97	0	24.95	24.95	2064.64	0.65
1995 05 28 12	50457.6	5.74	349.7	0	25.24	25.24	2148.4	0.65
1995 05 29 12	50457.6	3.59	340.23	0	22.74	22.74	1922.32	0.65
1995 05 30 12	50467.17	0.56	461.92	0	22.55	22.55	1894.95	0.65
1995 05 31 12	50724.54	24.38	337.54	0	23.09	23.09	2008.2	0.65
1995 06 01 12	50803.2	10.03	292.19	0	22.74	22.74	2032.33	0.65
1995 06 02 12	50803.2	0.78	405.12	0	22.47	22.47	1920.59	0.65
1995 06 03 12	50803.2	0.05	519.65	0	22.65	22.65	1795.03	0.65
1995 06 04 12	50803.2	0	546.81	0	23.83	23.83	1820.09	0.65
1995 06 05 12	50803.2	0	518.41	0	25.16	25.16	1967.91	0.65
1995 06 06 12	50812.77	9.04	375.98	0	24.47	24.47	1983.23	0.65
1995 06 07 12	50995.38	3.01	522.74	0	25.06	25.06	1971.19	0.65
1995 06 08 12	51131.79	0	506.09	0	25.45	25.45	2045.69	0.65
1995 06 09 12	51148.8	0	513.66	0	26.73	26.73	2185.99	0.65
1995 06 10 12	51148.8	11.18	379.9	0	27.15	27.15	2305.23	0.65
1995 06 11 12	51148.8	29.74	378.07	0	27.51	27.51	2290.92	0.65
1995 06 12 12	51148.8	8.67	521.65	0	25.13	25.13	1860.3	0.65
1995 06 13 12	51148.8	0	539.12	0	18.9	18.9	1319.14	0.65
1995 06 14 12	51148.8	0	577.23	0	17.71	17.71	1189.45	0.65
1995 06 15 12	51148.8	0	582.07	0	18.7	18.7	1250.82	0.65
1995 06 16 12	51148.8	0.35	453.58	0	20.7	20.7	1445.88	0.65
1995 06 17 12	51148.8	0.15	505.71	0	22.24	22.24	1564.92	0.65
1995 06 18 12	51148.8	0.01	548.43	0	22.51	22.51	1602.84	0.65
1995 06 19 12	51148.8	13.74	410.09	0	22.21	22.21	1630.93	0.65
1995 06 20 12	51148.8	4.58	531.03	0	21.9	21.9	1616.95	0.65
1995 06 21 12	51148.8	0	433.72	0	21.04	21.04	1693.23	0.65
1995 06 22 12	51148.8	0	516.11	0	22.22	22.22	1760.1	0.65
1995 06 23 12	51148.8	0	519.01	0	23.66	23.66	1871.59	0.65
1995 06 24 12	51148.8	0.84	415.37	0	24.8	24.8	2020.82	0.65
1995 06 25 12	51148.8	1.96	375.77	0	25.03	25.03	2088.91	0.65
1995 06 26 12	51148.8	0.56	472.05	0	25.51	25.51	2073.48	0.65
1995 06 27 12	51148.8	0	534.47	0	23.63	23.63	1813.39	0.65
1995 06 28 12	51148.8	9.42	408.38	0	24.49	24.49	1866.63	0.65
1995 06 29 12	51148.8	3.14	441.06	0	22.25	22.25	1780.59	0.65
1995 06 30 12	51148.8	4.55	408.48	0	23.21	23.21	1873.96	0.65
1995 07 01 12	51148.8	2.35	369.35	0	25.14	25.14	2092.25	0.65
1995 07 02 12	51148.8	0.35	470.66	0	23.73	23.73	1962.7	0.65
1995 07 03 12	51148.8	4.78	372.67	0	24.17	24.17	2035.14	0.65
1995 07 04 12	51148.8	2.69	371.19	0	25.06	25.06	2215.27	0.65
1995 07 05 12	51070.14	6.52	288.17	0	27.24	27.24	2545.73	0.65
1995 07 06 12	50926.11	2.05	477.86	0	25.54	25.54	2186.53	0.65
1995 07 07 12	50803.2	0	478.46	0	25.13	25.13	2116.22	0.65
1995 07 08 12	50803.2	7.09	380.57	0	25.41	25.41	2126.33	0.65
1995 07 09 12	50803.2	11.55	342.02	0	23.88	23.88	2038.77	0.65
1995 07 10 12	50803.2	3.07	493.15	0	24.34	24.34	2032.45	0.65
1995 07 11 12	50803.2	0	520.67	0	25.71	25.71	2108	0.65
1995 07 12 12	50786.19	0	502.62	0	27.49	27.49	2324.46	0.65
1995 07 13 12	50580.52	3.54	386.4	0	28.39	28.39	2428.82	0.65
1995 07 14 12	50457.6	5.18	385.22	0	28.07	28.07	2379.71	0.65
1995 07 15 12	50457.6	6.39	401.19	0	27.55	27.55	2349.43	0.65
1995 07 16 12	50457.6	1.68	499.68	0	27.73	27.73	2399.39	0.65
1995 07 17 12	50457.6	1.82	363.65	0	28.5	28.5	2558.27	0.65
1995 07 18 12	50378.94	0.61	493.76	0	28.34	28.34	2434.25	0.65
1995 07 19 12	50121.57	0	514.46	0	27.51	27.51	2237.36	0.65
1995 07 20 12	50112	2.2	406.63	0	26.15	26.15	2037.85	0.65
1995 07 21 12	50112	2.01	426.47	0	26.31	26.31	2089.35	0.65
1995 07 22 12	50112	1.39	344.55	0	27.18	27.18	2336.61	0.65
1995 07 23 12	49958.57	0.32	493.41	0	27.83	27.83	2327.56	0.65
1995 07 24 12	49766.4	0	498.29	0	28.54	28.54	2383.11	0.65
1995 07 25 12	49766.4	3.18	371.55	0	28.86	28.86	2477.33	0.65
1995 07 26 12	49766.4	3.02	385.62	0	28.83	28.83	2399.77	0.65
1995 07 27 12	49687.74	0.65	493.17	0	28.28	28.28	2324.78	0.65
1995 07 28 12	49420.8	3.39	377.3	0	28.01	28.01	2324.12	0.65
1995 07 29 12	49420.8	1.37	465.94	0	27.12	27.12	2143.13	0.65
1995 07 30 12	49420.8	0.09	465.07	0	27.28	27.28	2160.33	0.65
1995 07 31 12	49267.38	0.58	381.57	0	27.28	27.28	2221.8	0.65
1995 08 01 12	49075.2	0.19	500.85	0	27.35	27.35	2190.06	0.65
1995 08 02 12	49075.2	0	512.31	0	27.51	27.51	2178.53	0.65
1995 08 03 12	49075.2	13.5	384.88	0	27.63	27.63	2275.1	0.65
1995 08 04 12	48739.17	17.51	278.6	0	27.59	27.59	2568.13	0.65
1995 08 05 12	48729.6	11.01	166.53	0	25.9	25.9	2666.81	0.65
1995 08 06 12	48729.6	2.58	240.2	0	26.25	26.25	2682.67	0.65
1995 08 07 12	48650.94	0.42	365.22	0	27.11	27.11	2583.81	0.65
1995 08 08 12	48384	0.39	328.94	0	27.41	27.41	2530.9	0.65
1995 08 09 12	48384	0.73	355.86	0	27.44	27.44	2409.67	0.65
1995 08 10 12	48384	0.21	457.09	0	26.48	26.48	2255.47	0.65
1995 08 11 12	48038.4	1.28	378.56	0	26.52	26.52	2318.62	0.65
1995 08 12 12	48038.4	1.84	379.68	0	27.52	27.52	2424.99	0.65
1995 08 13 12	48038.4	1.62	362.66	0	28.29	28.29	2510	0.65
1995 08 14 12	47692.8	0.4	433.25	0	29.05	29.05	2553.91	0.65
1995 08 15 12	47692.8	0.01	476.17	0	29.12	29.12	2550.52	0.65
1995 08 16 12	47692.8	0	468.54	0	29.72	29.72	2643.31	0.65
1995 08 17 12	47347.2	0	469.64	0	30.08	30.08	2681.33	0.65
1995 08 18 12	47347.2	0	469.84	0	30.39	30.39	2711.58	0.65
1995 08 19 12	47347.2	0	469.63	0	30.56	30.56	2738.39	0.65
1995 08 20 12	47001.6	15.14	353.05	0	30.58	30.58	2773.43	0.65
1995 08 21 12	47001.6	6.22	351.99	0	28.55	28.55	2573.33	0.65
1995 08 22 12	47001.6	0.54	378.18	0	26.68	26.68	2415.31	0.65
1995 08 23 12	46656	0.05	469.23	0	26.93	26.93	2346.26	0.65
1995 08 24 12	46656	0	476.9	0	27.33	27.33	2327.21	0.65
1995 08 25 12	46656	0.02	397.48	0	26.93	26.93	2373.51	0.65
1995 08 26 12	46310.4	1.11	348.08	0	26.61	26.61	2403.55	0.65
1995 08 27 12	46310.4	0.37	454.15	0	27.4	27.4	2416.4	0.65
1995 08 28 12	46310.4	0	467.32	0	27.82	27.82	2387.32	0.65
1995 08 29 12	45964.8	0	494.02	0	27.95	27.95	2288.18	0.65
1995 08 30 12	45964.8	0	499.53	0	27.91	27.91	2202.39	0.65
1995 08 31 12	45964.8	0	493.44	0	28.3	28.3	2257.52	0.65
1995 09 01 12	45619.2	0.22	404.58	0	28.36	28.36	2296.32	0.65
1995 09 02 12	45619.2	0.07	510.35	0	26.86	26.86	1938.86	0.65
1995 09 03 12	45334.21	0	533.78	0	23.54	23.54	1544.21	0.65
1995 09 04 12	45273.6	0	528.43	0	22.21	22.21	1461.58	0.65
1995 09 05 12	45273.6	0	507.17	0	21.58	21.58	1469.1	0.65
1995 09 06 12	44928	0	527.35	0	21.98	21.98	1461.59	0.65
1995 09 07 12	44928	0	524.15	0	22.65	22.65	1485.9	0.65
1995 09 08 12	44928	0	514.87	0	23.47	23.47	1570.98	0.65
1995 09 09 12	44582.4	0	510.72	0	24.31	24.31	1646.04	0.65
1995 09 10 12	44582.4	0	485.09	0	24.55	24.55	1696.19	0.65
1995 09 11 12	44582.4	0	472.76	0	23.9	23.9	1715.95	0.65
1995 09 12 12	44236.8	0.08	407.19	0	25.13	25.13	1892.61	0.65
1995 09 13 12	44236.8	1.81	313.28	0	26.7	26.7	2220.66	0.65
1995 09 14 12	43891.2	0.82	341.71	0	26.57	26.57	2189.48	0.65
1995 09 15 12	43891.2	0.07	458.75	0	25.96	25.96	1993.58	0.65
1995 09 16 12	43891.2	8.1	340.96	0	25.99	25.99	2041.44	0.65
1995 09 17 12	43545.6	2.81	368.78	0	25.65	25.65	2041.8	0.65
1995 09 18 12	43545.6	0.04	441.32	0	23.52	23.52	1703.65	0.65
1995 09 19 12	43545.6	0	492.52	0	20.75	20.75	1369.79	0.65
1995 09 20 12	43200	16.51	362.93	0	21.33	21.33	1569.13	0.65
1995 09 21 12	43200	37.62	210.14	0	24.43	24.43	2123.41	0.65
1995 09 22 12	42854.4	11.13	320.91	0	21.18	21.18	1658.53	0.65
1995 09 23 12	42854.4	0.14	327.47	0	15.59	15.59	1240.33	0.65
1995 09 24 12	42854.4	0	432.81	0	15.93	15.93	1241.97	0.65
1995 09 25 12	42508.8	0	265.21	0	16.83	16.83	1422.55	0.65
1995 09 26 12	42508.8	0	290.26	0	16.88	16.88	1441.16	0.65
1995 09 27 12	42508.8	0	449.6	0	17.95	17.95	1319.56	0.65
1995 09 28 12	42163.2	0	471.21	0	18.55	18.55	1252.67	0.65
1995 09 29 12	42163.2	0	475.72	0	18.91	18.91	1276.05	0.65
1995 09 30 12	41817.6	0.04	354.51	0	20.28	20.28	1416.38	0.65
1995 10 01 12	41817.6	0.01	458.62	0	20.22	20.22	1406.81	0.65
1995 10 02 12	41817.6	10.28	335.87	0	21.26	21.26	1546.39	0.65
1995 10 03 12	41472	61.29	317.68	0	22.46	22.46	1772.14	0.65
1995 10 04 12	41472	66.57	80.13	0	21.96	21.96	2108.77	0.65
1995 10 05 12	41472	16.37	86.78	0	20.37	20.37	2085.62	0.65
1995 10 06 12	41126.4	0.2	354.42	0	20.13	20.13	1760.26	0.65
1995 10 07 12	41126.4	0.19	338.84	0	17.4	17.4	1283.69	0.65
1995 10 08 12	41065.79	0.06	449.6	0	15.44	15.44	1079.5	0.65
1995 10 09 12	40780.8	0	457.98	0	15.4	15.4	1067.13	0.65
1995 10 10 12	40780.8	0	455.99	0	17.04	17.04	1157.71	0.65
1995 10 11 12	40435.2	0	437.32	0	19.09	19.09	1340.9	0.65
1995 10 12 12	40435.2	0	429.15	0	19.67	19.67	1438.76	0.65
1995 10 13 12	40435.2	1.89	306.9	0	20.68	20.68	1616.16	0.65
1995 10 14 12	40089.6	5.74	231.56	0	21.33	21.33	1714.34	0.65
1995 10 15 12	40089.6	1.7	441.1	0	13.12	13.12	977.36	0.65
1995 10 16 12	40089.6	0	444.12	0	12.71	12.71	876.35	0.65
1995 10 17 12	39744	0	445.98	0	14.53	14.53	944.23	0.65
1995 10 18 12	39744	0	433.1	0	15.97	15.97	1052.72	0.65
1995 10 19 12	39744	0.02	379.52	0	17.16	17.16	1181.88	0.65
1995 10 20 12	39398.4	0.04	377.82	0	17.75	17.75	1162.64	0.65
1995 10 21 12	39398.4	0.01	433.15	0	11.75	11.75	783.53	0.65
1995 10 22 12	39398.4	0	433.51	0	10.64	10.64	726.59	0.65
1995 10 23 12	39052.8	0.58	324.96	0	12.33	12.33	800.78	0.65
1995 10 24 12	39052.8	0.41	352.21	0	14.38	14.38	898.81	0.65
1995 10 25 12	39052.8	0.07	420.78	0	12.22	12.22	781.21	0.65
1995 10 26 12	38707.2	0.33	329.77	0	11.47	11.47	791.41	0.65
1995 10 27 12	38707.2	18.56	293.87	0	14.38	14.38	1050.14	0.65
1995 10 28 12	38707.2	6.44	227.98	0	16.98	16.98	1280.85	0.65
1995 10 29 12	38361.6	0.1	403.27	0	10.98	10.98	819.62	0.65
1995 10 30 12	38361.6	0	390.68	0	10.51	10.51	798.65	0.65
1995 10 31 12	38361.6	0.08	253.86	0	12.52	12.52	1063.91	0.65
1995 11 01 12	38016	11.36	170.48	0	15.43	15.43	1415.78	0.65
1995 11 02 12	38016	15.84	155.24	0	17.67	17.67	1596.28	0.65
1995 11 03 12	38016	5.76	223.29	0	15.68	15.68	1249.67	0.65
1995 11 04 12	37749.06	2.3	276.8	0	7.05	7.05	665.98	0.65
1995 11 05 12	37670.4	0.57	349.94	0	5.33	5.33	589.21	0.65
1995 11 06 12	37670.4	20.17	254.24	0	5.98	5.98	666.79	0.65
1995 11 07 12	37660.83	21.21	253.81	0	10.18	10.18	866.8	0.65
1995 11 08 12	37324.8	4.83	354.76	0	11.7	11.7	859.19	0.65
1995 11 09 12	37324.8	5.33	301.01	0	7.07	7.07	642.15	0.65
1995 11 10 12	37324.8	21.79	269.95	0	8.02	8.02	729.25	0.65
1995 11 11 12	37132.62	7.66	234.79	0	12.01	12.01	914.59	0.65
1995 11 12 12	36979.2	0.99	313.61	0	6.7	6.7	597.49	0.65
1995 11 13 12	36979.2	3.3	264.02	0	5.73	5.73	568.37	0.65
1995 11 14 12	36979.2	1.03	298.87	0	4.92	4.92	582.16	0.65
1995 11 15 12	36712.26	0.14	253.57	0	3.27	3.27	528.71	0.65
1995 11 16 12	36633.6	0.05	216.96	0	2.37	2.37	538.82	0.65
1995 11 17 12	36633.6	0	347.99	0	4.13	4.13	560.92	0.65
1995 11 18 12	36633.6	0.12	274.26	0	7.98	7.98	643.41	0.65
1995 11 19 12	36441.43	0.07	353.18	0	10.95	10.95	749.61	0.65
1995 11 20 12	36288	0.01	352.72	0	10.93	10.93	760.71	0.65
1995 11 21 12	36288	0	346.17	0	11.73	11.73	771.4	0.65
1995 11 22 12	36288	0	355.28	0	6.8	6.8	549.32	0.65
1995 11 23 12	36278.43	8.38	263.33	0	6.12	6.12	558.91	0.65
1995 11 24 12	36021.06	2.79	284.16	0	8.11	8.11	702.76	0.65
1995 11 25 12	35942.4	2.11	255.59	0	4.61	4.61	545.02	0.65
1995 11 26 12	35942.4	0.7	349.23	0	5.99	5.99	549.96	0.65
1995 11 27 12	35942.4	0.98	260.42	0	9	9	706.9	0.65
1995 11 28 12	35942.4	15.93	222.9	0	14.74	14.74	1052.28	0.65
1995 11 29 12	35819.48	5.2	254.64	0	7.62	7.62	721.73	0.65
1995 11 30 12	35613.81	0	318.49	0	3.96	3.96	543.62	0.65
1995 12 01 12	35596.8	0	337.49	0	5.79	5.79	558.98	0.65
1995 12 02 12	35596.8	0.11	255.78	0	7.91	7.91	613.42	0.65
1995 12 03 12	35596.8	12.14	250.87	0	9.65	9.65	708.37	0.65
1995 12 04 12	35596.8	5.68	215.89	0	12.9	12.9	972.84	0.65
1995 12 05 12	35596.8	0.66	212.17	0	12.67	12.67	1036.23	0.65
1995 12 06 12	35473.89	1.33	204.73	0	14.21	14.21	1098.05	0.65
1995 12 07 12	35329.86	0.47	202.19	0	8.07	8.07	785.57	0.65
1995 12 08 12	35251.2	20.92	198.1	0	4.95	4.95	645.86	0.65
1995 12 09 12	35251.2	7.04	225.2	0	4.88	4.88	603.2	0.65
1995 12 10 12	35251.2	0.02	324.05	0	-2.37	-2.37	307.73	0.65
1995 12 11 12	35251.2	0	307.51	0	-4.03	-4.03	267	0.65
1995 12 12 12	35251.2	0	330.75	0	-1.01	-1.01	346.19	0.65
1995 12 13 12	35251.2	0	322.89	0	5.52	5.52	589.47	0.65
1995 12 14 12	35251.2	0	287.85	0	12.44	12.44	994.7	0.65
1995 12 15 12	35251.2	12.03	167.7	0	15.13	15.13	1299.92	0.65
1995 12 16 12	35251.2	5.05	169.49	0	16.98	16.98	1453.53	0.65
1995 12 17 12	35251.2	11.91	140.71	0	14.36	14.36	1273.97	0.65
1995 12 18 12	35251.2	26.44	133.82	0	13.34	13.34	1249.78	0.65
