  33.71								
 165								
 577320463								
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)	DrainageDensity
1995 10 21 12	39398.4	0	472.32	0	10.76	10.76	693.15	0.65
1995 10 22 12	39398.4	0	460.5	0	12.38	12.38	833.34	0.65
1995 10 23 12	39052.8	0	452.02	0	14.52	14.52	1151.46	0.65
1995 10 24 12	39052.8	0.71	274.85	0	18.37	18.37	1617.68	0.65
1995 10 25 12	39052.8	0	454.32	0	12	12	769.57	0.65
1995 10 26 12	38707.2	0.4	156.93	0	13.15	13.15	1015.72	0.65
1995 10 27 12	38707.2	22.03	202.96	0	16.79	16.79	1693.97	0.65
1995 10 28 12	38707.2	5.66	450.64	0	14.77	14.77	1227.45	0.65
1995 10 29 12	38361.6	0.01	431.61	0	9.81	9.81	722.53	0.65
1995 10 30 12	38361.6	0	260.62	0	11.75	11.75	885.95	0.65
1995 10 31 12	38361.6	0.65	144.99	0	14.36	14.36	1340.28	0.65
1995 11 01 12	38016	5.96	253.6	0	18.64	18.64	1864.81	0.65
1995 11 02 12	38016	32.95	209.55	0	20.47	20.47	2210.04	0.65
1995 11 03 12	38016	4.8	174.67	0	13.42	13.42	1449.49	0.65
1995 11 04 12	37749.06	0.99	396.16	0	3.54	3.54	521.87	0.65
1995 11 05 12	37670.4	0.06	141.59	0	4.15	4.15	549.78	0.65
1995 11 06 12	37670.4	16.52	92.95	0	7.09	7.09	848.77	0.65
1995 11 07 12	37660.83	28.88	186.96	0	13.57	13.57	1492.36	0.65
1995 11 08 12	37324.8	0.35	384.05	0	8.06	8.06	865.38	0.65
1995 11 09 12	37324.8	11.05	310.82	0	4.54	4.54	638.02	0.65
1995 11 10 12	37324.8	1.31	308.96	0	9.1	9.1	922.17	0.65
1995 11 11 12	37132.62	31.97	251.84	0	12.06	12.06	1309.67	0.65
1995 11 12 12	36979.2	1.39	371.23	0	2.51	2.51	502.9	0.65
1995 11 13 12	36979.2	0.02	262.37	0	5.16	5.16	651.86	0.65
1995 11 14 12	36979.2	5.17	368.26	0	6.68	6.68	810.5	0.65
1995 11 15 12	36712.26	0.09	99.47	0	1.85	1.85	534.78	0.65
1995 11 16 12	36633.6	0.09	364.77	0	5.15	5.15	659.28	0.65
1995 11 17 12	36633.6	0	356.76	0	6.41	6.41	674.72	0.65
1995 11 18 12	36633.6	0.08	352.85	0	10.44	10.44	898.54	0.65
1995 11 19 12	36441.43	0	352.25	0	13.46	13.46	974.91	0.65
1995 11 20 12	36288	0	335.83	0	14.23	14.23	1071.58	0.65
1995 11 21 12	36288	0	363.22	0	10.74	10.74	820.5	0.65
1995 11 22 12	36288	0.02	353.36	0	5.76	5.76	498.92	0.65
1995 11 23 12	36278.43	10.35	96.95	0	5.23	5.23	707.21	0.65
1995 11 24 12	36021.06	1.8	345.82	0	6.25	6.25	799.66	0.65
1995 11 25 12	35942.4	1.25	345.84	0	4.89	4.89	595.95	0.65
1995 11 26 12	35942.4	0.01	341.59	0	8.07	8.07	764.61	0.65
1995 11 27 12	35942.4	0	317.25	0	12.53	12.53	1257.24	0.65
1995 11 28 12	35942.4	19.68	68.61	0	11.78	11.78	1290.95	0.65
1995 11 29 12	35819.48	6.09	337.06	0	5.79	5.79	769.82	0.65
1995 11 30 12	35613.81	0	336.86	0	4.49	4.49	628.63	0.65
1995 12 01 12	35596.8	0.04	325.29	0	7.06	7.06	733.47	0.65
1995 12 02 12	35596.8	0.54	319.36	0	9.85	9.85	831.1	0.65
1995 12 03 12	35596.8	0.53	188.26	0	11.78	11.78	1175.08	0.65
1995 12 04 12	35596.8	15.05	318.2	0	15.4	15.4	1416.18	0.65
1995 12 05 12	35596.8	0.25	304.39	0	14.81	14.81	1370.89	0.65
1995 12 06 12	35473.89	1.04	134.27	0	11.76	11.76	1159.08	0.65
1995 12 07 12	35329.86	1.9	287.64	0	7.57	7.57	856.04	0.65
1995 12 08 12	35251.2	6.55	167.34	0	5.48	5.48	749.59	0.65
1995 12 09 12	35251.2	21.45	316.83	0	5.34	5.34	787.4	0.65
1995 12 10 12	35251.2	0	330.43	0	-4.99	-4.99	202.03	0.65
1995 12 11 12	35251.2	0.25	318.77	0	-2.44	-2.44	244.83	0.65
1995 12 12 12	35251.2	0.3	195.85	0	1.53	1.53	409.4	0.65
1995 12 13 12	35251.2	0	299.2	0	6.62	6.62	721.44	0.65
1995 12 14 12	35251.2	0	299.51	0	14.64	14.64	1426.7	0.65
1995 12 15 12	35251.2	0.1	295.07	0	16.96	16.96	1653.34	0.65
1995 12 16 12	35251.2	16.44	132.35	0	16.89	16.89	1711.98	0.65
1995 12 17 12	35251.2	6.24	145.34	0	13.48	13.48	1353.13	0.65
1995 12 18 12	35251.2	26.4	149.13	0	14.47	14.47	1544.27	0.65
1995 12 19 12	35251.2	14.65	215.36	0	13.86	13.86	1471.48	0.65
1995 12 20 12	35251.2	0	315.85	0	2.64	2.64	586.13	0.65
1995 12 21 12	35251.2	0.01	300.54	0	0.66	0.66	435.68	0.65
1995 12 22 12	35251.2	0.01	257.89	0	0.38	0.38	451.98	0.65
1995 12 23 12	35251.2	0	198.19	0	-1.16	-1.16	422.71	0.65
1995 12 24 12	35251.2	0.02	217.25	0	0.21	0.21	440.55	0.65
1995 12 25 12	35251.2	0.03	240.4	0	2.12	2.12	509.99	0.65
1995 12 26 12	35251.2	0	315.57	0	0.16	0.16	465.8	0.65
1995 12 27 12	35251.2	0	309.78	0	0.72	0.72	485.54	0.65
1995 12 28 12	35251.2	0	251.23	0	-1.28	-1.28	399.87	0.65
1995 12 29 12	35251.2	0	321.09	0	-1.42	-1.42	366.63	0.65
1995 12 30 12	35251.2	0.08	284.94	0	1.87	1.87	466.67	0.65
1995 12 31 12	35251.2	11.03	155.92	0	8.14	8.14	1011.2	0.65
1996 01 01 12	35251.2	4.97	193.12	0	14	14	1487.3	0.65
1996 01 02 12	35251.2	11.14	149.12	0	13.95	13.95	1473.24	0.65
1996 01 03 12	35268.21	0.27	148.29	0	3.5	3.5	662.94	0.65
1996 01 04 12	35404.62	0	288.71	0	2.4	2.4	553.95	0.65
1996 01 05 12	35536.19	0.03	133.39	0	5.15	5.15	737.74	0.65
1996 01 06 12	35596.8	28.19	90.07	0	9.41	9.41	1106.41	0.65
1996 01 07 12	35596.8	1.97	193.42	0	-3.35	-3.35	425.75	0.65
1996 01 08 12	35596.8	0	327.54	0	-6.84	-6.84	304.07	0.65
1996 01 09 12	35596.8	0	316.01	0	-3.37	-3.37	371.3	0.65
1996 01 10 12	35596.8	4.57	181.48	0	-0.09	-0.09	509.14	0.65
1996 01 11 12	35675.46	12.25	108.57	0	1.79	1.79	629.54	0.65
1996 01 12 12	35932.83	5.38	230.19	0	3.9	3.9	719.46	0.65
1996 01 13 12	35942.4	0.08	318.16	0	3.99	3.99	659.57	0.65
1996 01 14 12	35942.4	0.15	315.13	0	7.53	7.53	808.31	0.65
1996 01 15 12	35942.4	0	229.98	0	11.16	11.16	1128.47	0.65
1996 01 16 12	35942.4	0.16	234.15	0	15.02	15.02	1425.53	0.65
1996 01 17 12	36165.09	0.16	302.73	0	15.23	15.23	1415.63	0.65
1996 01 18 12	36288	11.96	155.77	0	14.9	14.9	1497.57	0.65
1996 01 19 12	36288	4.97	283.29	0	-3.08	-3.08	381.3	0.65
1996 01 20 12	36288	0.76	342.07	0	-2.6	-2.6	341.5	0.65
1996 01 21 12	36305.01	3.02	262.69	0	2.4	2.4	571.66	0.65
1996 01 22 12	36624.03	0	334.18	0	4.26	4.26	652.14	0.65
1996 01 23 12	36633.6	0.06	101.31	0	4.87	4.87	742.77	0.65
1996 01 24 12	36633.6	15.58	340.25	0	8.98	8.98	1013.23	0.65
1996 01 25 12	36633.6	0.49	354.88	0	2.19	2.19	481.06	0.65
1996 01 26 12	36918.59	51.37	134.61	0	4.44	4.44	746.89	0.65
1996 01 27 12	36979.2	39.59	360.44	0	5.18	5.18	778.57	0.65
1996 01 28 12	36979.2	0.38	347.78	0	1.3	1.3	375.83	0.65
1996 01 29 12	36979.2	0.12	118.76	0	4.35	4.35	674.59	0.65
1996 01 30 12	37315.23	7.57	194.76	0	7.8	7.8	986.62	0.65
1996 01 31 12	37324.8	8.34	248.07	0	2.93	2.93	691.96	0.65
1996 02 01 12	37324.8	0.09	165.26	0	0.2	0.2	436.57	0.65
1996 02 02 12	37403.46	36.38	102.26	0	-2.67	-2.67	475.36	0.65
1996 02 03 12	37670.4	6.98	263.14	0	-10.78	-10.78	218.22	0.65
1996 02 04 12	37670.4	0	394.92	0	-13.68	-13.68	168.97	0.65
1996 02 05 12	37670.4	0.09	362.38	0	-11.2	-11.2	215.46	0.65
1996 02 06 12	38006.43	0.87	232.09	0	-1.53	-1.53	405.14	0.65
1996 02 07 12	38016	1.38	95.74	0	2.39	2.39	554.83	0.65
1996 02 08 12	38016	0.09	160.88	0	7.6	7.6	956.21	0.65
1996 02 09 12	38238.69	2.15	364.56	0	14.11	14.11	1324.98	0.65
1996 02 10 12	38361.6	0.13	332.64	0	15.48	15.48	1404.91	0.65
1996 02 11 12	38361.6	0.14	391.29	0	12.01	12.01	1110.44	0.65
1996 02 12 12	38440.26	0	343.3	0	2.35	2.35	473.16	0.65
1996 02 13 12	38707.2	0	398.34	0	2.86	2.86	484.31	0.65
1996 02 14 12	38707.2	0	172.83	0	5.71	5.71	705.52	0.65
1996 02 15 12	38724.21	0	368.43	0	9.7	9.7	934.92	0.65
1996 02 16 12	39052.8	0.02	201.94	0	1.93	1.93	506.25	0.65
1996 02 17 12	39052.8	0.45	409.48	0	0.14	0.14	427.75	0.65
1996 02 18 12	39069.81	0.01	362.15	0	3.01	3.01	510.97	0.65
1996 02 19 12	39398.4	9.65	222.31	0	8.47	8.47	980.28	0.65
1996 02 20 12	39398.4	6.13	407.19	0	13.93	13.93	1356.24	0.65
1996 02 21 12	39415.41	0	398.41	0	15.02	15.02	1381.66	0.65
1996 02 22 12	39744	0	394.82	0	16.7	16.7	1637.31	0.65
1996 02 23 12	39744	0.08	400.85	0	18.42	18.42	1747.68	0.65
1996 02 24 12	39897.43	0	421.5	0	15.47	15.47	1215.54	0.65
1996 02 25 12	40089.6	0	406.15	0	12.71	12.71	900.91	0.65
1996 02 26 12	40089.6	0	400.3	0	17.92	17.92	1689.81	0.65
1996 02 27 12	40425.63	0.29	366.74	0	20.16	20.16	1916.71	0.65
1996 02 28 12	40435.2	6.77	246.8	0	14.96	14.96	1479.82	0.65
1996 02 29 12	40435.2	3.38	204.45	0	8.91	8.91	980.35	0.65
1996 03 01 12	40780.8	0	160.72	0	2.85	2.85	478.97	0.65
1996 03 02 12	40780.8	0	471.98	0	5.57	5.57	576.56	0.65
1996 03 03 12	40780.8	0	476.97	0	6.02	6.02	577.97	0.65
1996 03 04 12	41126.4	0	469.5	0	8.52	8.52	667.92	0.65
1996 03 05 12	41126.4	6.91	198.77	0	11.91	11.91	1134.49	0.65
1996 03 06 12	41126.4	59.4	275.62	0	17.76	17.76	1821.58	0.65
1996 03 07 12	41472	38.62	248.47	0	8.7	8.7	1191.92	0.65
1996 03 08 12	41472	0.18	436.9	0	-3.82	-3.82	249.31	0.65
1996 03 09 12	41817.6	0.37	494.74	0	-4.05	-4.05	245.95	0.65
1996 03 10 12	41817.6	0.1	502.81	0	-0.81	-0.81	349.48	0.65
1996 03 11 12	41817.6	0	507.77	0	1.72	1.72	397.37	0.65
1996 03 12 12	42163.2	0	487.05	0	6.23	6.23	498.57	0.65
1996 03 13 12	42163.2	0	483.26	0	9.62	9.62	791.4	0.65
1996 03 14 12	42163.2	0	470.91	0	15.66	15.66	1411.5	0.65
1996 03 15 12	42508.8	0.13	411.55	0	18.94	18.94	1734.09	0.65
1996 03 16 12	42508.8	0.05	362.07	0	18.67	18.67	1660.47	0.65
1996 03 17 12	42844.83	0.72	163.97	0	15.71	15.71	1229.75	0.65
1996 03 18 12	42854.4	4.33	271.95	0	11.61	11.61	1120.75	0.65
1996 03 19 12	42854.4	21.24	338.03	0	8.38	8.38	924.88	0.65
1996 03 20 12	43200	0.02	256.46	0	2.79	2.79	503.8	0.65
1996 03 21 12	43200	0.11	362.27	0	4.73	4.73	607.68	0.65
1996 03 22 12	43200	0	512.44	0	6.78	6.78	609.93	0.65
1996 03 23 12	43545.6	0	501.31	0	8.7	8.7	603.37	0.65
1996 03 24 12	43545.6	1.38	407.01	0	12.12	12.12	993.72	0.65
1996 03 25 12	43555.17	30.85	334.86	0	14.71	14.71	1399.4	0.65
1996 03 26 12	43891.2	2.77	366.96	0	7.47	7.47	796.05	0.65
1996 03 27 12	43891.2	11.75	153.44	0	8.59	8.59	957.98	0.65
1996 03 28 12	44236.8	15.31	321.82	0	13.29	13.29	1357.77	0.65
1996 03 29 12	44236.8	0.74	484.45	0	16.06	16.06	1490.2	0.65
1996 03 30 12	44236.8	4.65	236.32	0	14.86	14.86	1409.02	0.65
1996 03 31 12	44582.4	3.85	361.92	0	16.92	16.92	1631.72	0.65
1996 04 01 12	44582.4	0.25	488.29	0	11.32	11.32	1023.45	0.65
1996 04 02 12	44582.4	0	521.58	0	8.57	8.57	676.06	0.65
1996 04 03 12	44928	0	487.95	0	12.54	12.54	869.2	0.65
1996 04 04 12	44928	0	370.43	0	15.19	15.19	1372.56	0.65
1996 04 05 12	45273.6	0.17	443.56	0	12.15	12.15	1103.73	0.65
1996 04 06 12	45273.6	3	353.23	0	8	8	815.3	0.65
1996 04 07 12	45273.6	0	496.22	0	6.56	6.56	636.25	0.65
1996 04 08 12	45619.2	0	388.05	0	10.66	10.66	875.56	0.65
1996 04 09 12	45619.2	1.01	448	0	8.27	8.27	752.62	0.65
1996 04 10 12	45619.2	0	534.31	0	7.6	7.6	565.56	0.65
1996 04 11 12	45964.8	2.39	504.84	0	11.4	11.4	816.95	0.65
1996 04 12 12	45964.8	0.01	447.77	0	15.06	15.06	1282.49	0.65
1996 04 13 12	45974.37	4	328.49	0	16.58	16.58	1530.57	0.65
1996 04 14 12	46310.4	1.61	464.13	0	18.86	18.86	1660.12	0.65
1996 04 15 12	46310.4	12.51	459.19	0	18.36	18.36	1744.35	0.65
1996 04 16 12	46502.57	1.04	533.09	0	10.83	10.83	882.11	0.65
1996 04 17 12	46656	2.35	520.39	0	13.96	13.96	959.88	0.65
1996 04 18 12	46656	0.56	379.88	0	15.21	15.21	1331.44	0.65
1996 04 19 12	46984.59	3.4	368.88	0	20.29	20.29	2031.25	0.65
1996 04 20 12	47001.6	19.77	236.1	0	21.52	21.52	2277.52	0.65
1996 04 21 12	47001.6	35.83	294.25	0	21.68	21.68	2185.44	0.65
1996 04 22 12	47330.19	3.07	475.61	0	21.25	21.25	2021.53	0.65
1996 04 23 12	47347.2	5.69	452.7	0	19.7	19.7	1858.43	0.65
1996 04 24 12	47347.2	0	533.7	0	12.8	12.8	1051.21	0.65
1996 04 25 12	47675.79	4.9	526.47	0	15.2	15.2	1249.45	0.65
1996 04 26 12	47692.8	0.94	519.79	0	19.54	19.54	1605.65	0.65
1996 04 27 12	47692.8	0	535.11	0	14.83	14.83	1105.44	0.65
1996 04 28 12	47959.74	0.71	447.55	0	18.08	18.08	1543.58	0.65
1996 04 29 12	48038.4	7.31	382.44	0	20.84	20.84	2026.71	0.65
1996 04 30 12	48038.4	5.37	540.14	0	12.43	12.43	1079.73	0.65
1996 05 01 12	48161.31	0	585.2	0	13.58	13.58	1044.47	0.65
1996 05 02 12	48384	0	579.08	0	16.87	16.87	1345.25	0.65
1996 05 03 12	48384	0	571.43	0	18.99	18.99	1730.28	0.65
1996 05 04 12	48393.57	0	561.5	0	21.82	21.82	2013.97	0.65
1996 05 05 12	48729.6	0	546.05	0	25.12	25.12	2487.6	0.65
1996 05 06 12	48729.6	0	475.51	0	24.73	24.73	2484.3	0.65
1996 05 07 12	48729.6	0	482.65	0	23.83	23.83	2285.21	0.65
1996 05 08 12	48996.54	0	568.97	0	22.89	22.89	2115.8	0.65
1996 05 09 12	49075.2	0	492.51	0	22.82	22.82	2168.1	0.65
1996 05 10 12	49075.2	0.01	481.06	0	23.41	23.41	2214.34	0.65
1996 05 11 12	49084.77	3.68	367.99	0	22.65	22.65	2206.05	0.65
1996 05 12 12	49420.8	0.2	544.94	0	16.89	16.89	1441.01	0.65
1996 05 13 12	49420.8	0	295.65	0	16.14	16.14	1290.78	0.65
1996 05 14 12	49420.8	0	264.94	0	17.6	17.6	1555.85	0.65
1996 05 15 12	49481.41	0.01	568.99	0	20.87	20.87	1883.91	0.65
1996 05 16 12	49766.4	0.06	549.53	0	23.57	23.57	2210.26	0.65
1996 05 17 12	49766.4	0.03	573.16	0	24.12	24.12	2290.79	0.65
1996 05 18 12	49766.4	0	571.24	0	24.99	24.99	2406.33	0.65
1996 05 19 12	49775.97	0	576.29	0	25.54	25.54	2436.28	0.65
1996 05 20 12	50094.99	0	573.67	0	24.96	24.96	2328.56	0.65
1996 05 21 12	50112	0	488.75	0	24.83	24.83	2377.61	0.65
1996 05 22 12	50112	0	568.5	0	26.2	26.2	2400.25	0.65
1996 05 23 12	50112	0	570.37	0	25.08	25.08	2191.14	0.65
1996 05 24 12	50234.91	0	566.47	0	27.38	27.38	2658.22	0.65
1996 05 25 12	50457.6	1.36	530.87	0	27.41	27.41	2511.56	0.65
1996 05 26 12	50457.6	0	519.56	0	27.17	27.17	2628.33	0.65
1996 05 27 12	50457.6	3.94	441.08	0	26.37	26.37	2715.04	0.65
1996 05 28 12	50457.6	46.23	309.42	0	25.27	25.27	2734.94	0.65
1996 05 29 12	50467.17	2.97	519.58	0	24.84	24.84	2599.44	0.65
1996 05 30 12	50724.54	0	562.25	0	20.96	20.96	1945.56	0.65
1996 05 31 12	50803.2	0	432.24	0	20.59	20.59	1863.26	0.65
1996 06 01 12	50803.2	0.59	300.4	0	21.69	21.69	2065.67	0.65
1996 06 02 12	50803.2	14.5	313.59	0	21.08	21.08	2132.13	0.65
1996 06 03 12	50803.2	0.1	449.46	0	22.64	22.64	2132.87	0.65
1996 06 04 12	50803.2	0.17	470.45	0	22.76	22.76	1929.85	0.65
1996 06 05 12	50812.77	0.26	450.58	0	23.18	23.18	1921.39	0.65
1996 06 06 12	50995.38	0.02	562.32	0	24.32	24.32	2115.91	0.65
1996 06 07 12	51131.79	7.35	335.66	0	23.57	23.57	2342.99	0.65
1996 06 08 12	51148.8	9.58	386.99	0	23.15	23.15	2310.74	0.65
1996 06 09 12	51148.8	4.89	372.7	0	21.25	21.25	1994.03	0.65
1996 06 10 12	51148.8	1.16	360.79	0	20.77	20.77	1857.1	0.65
1996 06 11 12	51148.8	10.28	373.33	0	22.81	22.81	2142.24	0.65
1996 06 12 12	51148.8	14.1	369.33	0	24.34	24.34	2443.78	0.65
1996 06 13 12	51148.8	0.99	421.59	0	25.87	25.87	2522.67	0.65
1996 06 14 12	51148.8	0.38	437.2	0	25.69	25.69	2545.66	0.65
1996 06 15 12	51148.8	0.01	371.33	0	26.54	26.54	2651.51	0.65
1996 06 16 12	51148.8	0.01	460.21	0	27.76	27.76	2691.71	0.65
1996 06 17 12	51148.8	0	459.67	0	27.49	27.49	2675.2	0.65
1996 06 18 12	51148.8	0.75	460.08	0	27.09	27.09	2757.52	0.65
1996 06 19 12	51148.8	0.43	345.66	0	26.19	26.19	2739.19	0.65
1996 06 20 12	51148.8	4.64	369.97	0	26.31	26.31	2716.17	0.65
1996 06 21 12	51148.8	0.05	421.89	0	27.37	27.37	2824.43	0.65
1996 06 22 12	51148.8	0.38	500.81	0	28.97	28.97	3000.33	0.65
1996 06 23 12	51148.8	9.23	399.32	0	28.44	28.44	3002.35	0.65
1996 06 24 12	51148.8	5.28	425.43	0	28.1	28.1	2848.37	0.65
1996 06 25 12	51148.8	0.04	361.96	0	27.62	27.62	2798.62	0.65
1996 06 26 12	51148.8	0.84	540.13	0	27.73	27.73	2704.63	0.65
1996 06 27 12	51148.8	0	560.8	0	26.09	26.09	2373.11	0.65
1996 06 28 12	51148.8	0	543.06	0	26.89	26.89	2538.69	0.65
1996 06 29 12	51148.8	0	570.32	0	27.3	27.3	2348.41	0.65
1996 06 30 12	51148.8	0	553.15	0	28.18	28.18	2329.59	0.65
1996 07 01 12	51148.8	0	626.8	0	28.79	28.79	2507.48	0.65
1996 07 02 12	51148.8	0.04	585.33	0	28.68	28.68	2669.95	0.65
1996 07 03 12	51148.8	0.1	580.97	0	28.22	28.22	2653.13	0.65
1996 07 04 12	51070.14	0	664.82	0	22.88	22.88	1795.78	0.65
1996 07 05 12	50926.11	0	652.17	0	23.56	23.56	1677.22	0.65
1996 07 06 12	50803.2	0	649.14	0	25.94	25.94	2097.79	0.65
1996 07 07 12	50803.2	9.43	340.2	0	26.78	26.78	2744.84	0.65
1996 07 08 12	50803.2	80.56	317.61	0	26.49	26.49	2958.32	0.65
1996 07 09 12	50803.2	2.69	638.54	0	27.28	27.28	2751.9	0.65
1996 07 10 12	50803.2	0.11	424.92	0	23.78	23.78	2092.67	0.65
1996 07 11 12	50786.19	1.04	562.14	0	23.47	23.47	1935.55	0.65
1996 07 12 12	50580.52	5.06	438.29	0	26.6	26.6	2597.33	0.65
1996 07 13 12	50457.6	10.4	366.24	0	26.95	26.95	2687.84	0.65
1996 07 14 12	50457.6	5.47	412.81	0	26.71	26.71	2828.44	0.65
1996 07 15 12	50457.6	9.54	430.11	0	25.98	25.98	2720.51	0.65
1996 07 16 12	50457.6	4.25	408.03	0	26.07	26.07	2708.74	0.65
1996 07 17 12	50378.94	0.9	472.18	0	28.18	28.18	2862.67	0.65
1996 07 18 12	50121.57	0.64	577.65	0	27.43	27.43	2740.86	0.65
1996 07 19 12	50112	0	613.64	0	27.79	27.79	2739.49	0.65
1996 07 20 12	50112	0	343.44	0	27.56	27.56	2933.17	0.65
1996 07 21 12	50112	1.82	340.78	0	28.45	28.45	3045.49	0.65
1996 07 22 12	49958.57	2.65	370.94	0	28.73	28.73	3117.03	0.65
1996 07 23 12	49766.4	21.18	528.09	0	29.23	29.23	3063.55	0.65
1996 07 24 12	49766.4	20.11	356.34	0	27.28	27.28	2718.36	0.65
1996 07 25 12	49766.4	10.2	399.52	0	25.84	25.84	2719.67	0.65
1996 07 26 12	49687.74	3.52	439.7	0	25.8	25.8	2507.12	0.65
1996 07 27 12	49420.8	15.5	314.27	0	25.41	25.41	2557.32	0.65
1996 07 28 12	49420.8	17.93	325.13	0	24.59	24.59	2480.06	0.65
1996 07 29 12	49420.8	7.08	507.76	0	25.78	25.78	2545.55	0.65
1996 07 30 12	49267.38	1.89	391.42	0	26.45	26.45	2690.7	0.65
1996 07 31 12	49075.2	5.22	364.75	0	26.02	26.02	2697.08	0.65
1996 08 01 12	49075.2	5.31	378.37	0	25.23	25.23	2606.97	0.65
1996 08 02 12	49075.2	4.44	409.6	0	26.09	26.09	2609.32	0.65
1996 08 03 12	48739.17	2.41	389.31	0	26.25	26.25	2685.37	0.65
1996 08 04 12	48729.6	3.21	502.62	0	27.69	27.69	2713.36	0.65
1996 08 05 12	48729.6	0.29	373.97	0	28.47	28.47	2937.11	0.65
1996 08 06 12	48650.94	4.66	342.48	0	27.8	27.8	2904.8	0.65
1996 08 07 12	48384	0.04	351.2	0	27.07	27.07	2745.96	0.65
1996 08 08 12	48384	5.62	324.99	0	27.93	27.93	2775.97	0.65
1996 08 09 12	48384	2.81	397.69	0	27.44	27.44	2738.36	0.65
1996 08 10 12	48038.4	0.02	567.45	0	25.56	25.56	2346.04	0.65
1996 08 11 12	48038.4	7.49	319.67	0	25.46	25.46	2462.49	0.65
1996 08 12 12	48038.4	1.02	453.26	0	25.27	25.27	2609.44	0.65
1996 08 13 12	47692.8	0	393.49	0	24.56	24.56	2366.2	0.65
1996 08 14 12	47692.8	0	595.48	0	25.05	25.05	2216.85	0.65
1996 08 15 12	47692.8	0	592.34	0	25.36	25.36	2181.45	0.65
1996 08 16 12	47347.2	0	573.53	0	26.78	26.78	2284.13	0.65
1996 08 17 12	47347.2	0	449.33	0	27.52	27.52	2444.99	0.65
1996 08 18 12	47347.2	0	521.66	0	27.23	27.23	2351.87	0.65
1996 08 19 12	47001.6	0	463.81	0	28.08	28.08	2555.3	0.65
1996 08 20 12	47001.6	0	490.59	0	28.04	28.04	2576.95	0.65
1996 08 21 12	47001.6	0	540.03	0	27.15	27.15	2470.33	0.65
1996 08 22 12	46656	0.1	585.52	0	27.65	27.65	2324.1	0.65
1996 08 23 12	46656	1.38	552.12	0	27.55	27.55	2201.05	0.65
1996 08 24 12	46656	9.32	380.77	0	28.41	28.41	2477.89	0.65
1996 08 25 12	46310.4	5.05	421.27	0	26.99	26.99	2515.37	0.65
1996 08 26 12	46310.4	12.42	351.62	0	26.89	26.89	2530.28	0.65
1996 08 27 12	46310.4	11.1	381.9	0	26.36	26.36	2591.37	0.65
1996 08 28 12	45964.8	10.16	369.35	0	26.52	26.52	2607.04	0.65
1996 08 29 12	45964.8	1.65	314.98	0	25.83	25.83	2542.42	0.65
1996 08 30 12	45964.8	17.47	306.08	0	25.39	25.39	2599.83	0.65
1996 08 31 12	45619.2	1.46	383.99	0	24.48	24.48	2349.14	0.65
1996 09 01 12	45619.2	3.47	309.39	0	23.34	23.34	2212.61	0.65
1996 09 02 12	45334.21	6.39	338.84	0	23.03	23.03	2335.54	0.65
1996 09 03 12	45273.6	1.1	323.91	0	23.51	23.51	2351.54	0.65
1996 09 04 12	45273.6	0.12	379.59	0	24.38	24.38	2348.2	0.65
1996 09 05 12	44928	0.53	253.41	0	25.44	25.44	2484.87	0.65
1996 09 06 12	44928	0.49	316.28	0	26.07	26.07	2606.95	0.65
1996 09 07 12	44928	0.11	301.5	0	26.36	26.36	2657.3	0.65
1996 09 08 12	44582.4	0.01	485.98	0	26.6	26.6	2518.82	0.65
1996 09 09 12	44582.4	1.49	314.27	0	26.67	26.67	2567.41	0.65
1996 09 10 12	44582.4	11.23	317.37	0	25.96	25.96	2437.73	0.65
1996 09 11 12	44236.8	6.68	498.11	0	25.93	25.93	2420.28	0.65
1996 09 12 12	44236.8	1.36	527.68	0	23.45	23.45	1967.98	0.65
1996 09 13 12	43891.2	0	512.44	0	21.63	21.63	1739.61	0.65
1996 09 14 12	43891.2	0	480.27	0	18.16	18.16	1379.02	0.65
1996 09 15 12	43891.2	0.37	308.13	0	21.58	21.58	1810.97	0.65
1996 09 16 12	43545.6	29.7	274.34	0	24.14	24.14	2552.42	0.65
1996 09 17 12	43545.6	6.28	497.28	0	24.72	24.72	2576.93	0.65
1996 09 18 12	43545.6	0.2	494.1	0	20.61	20.61	1785.86	0.65
1996 09 19 12	43200	0.01	490.48	0	18.64	18.64	1493.38	0.65
1996 09 20 12	43200	8.39	287.73	0	18.78	18.78	1658.5	0.65
1996 09 21 12	42854.4	29.31	258.95	0	20.58	20.58	2055.18	0.65
1996 09 22 12	42854.4	0	517.36	0	20.45	20.45	1721	0.65
1996 09 23 12	42854.4	0	508.86	0	21.61	21.61	1579.72	0.65
1996 09 24 12	42508.8	0	503.89	0	22.42	22.42	1721.59	0.65
1996 09 25 12	42508.8	0	490.62	0	22.79	22.79	1932.77	0.65
1996 09 26 12	42508.8	0.89	377.09	0	22.36	22.36	2093.24	0.65
1996 09 27 12	42163.2	16.25	253.55	0	22.85	22.85	2378.43	0.65
1996 09 28 12	42163.2	3.94	328.89	0	19.97	19.97	2049.96	0.65
1996 09 29 12	41817.6	0	516.65	0	14.51	14.51	1157.09	0.65
1996 09 30 12	41817.6	0.05	332.98	0	16.51	16.51	1522	0.65
1996 10 01 12	41817.6	0.88	310.75	0	20.59	20.59	2098.53	0.65
1996 10 02 12	41472	0	328.8	0	21.38	21.38	2204.38	0.65
